arxiv_id,title,authors,abstract,categories,published,updated,url,pdf_url
2605.05783v1,Isomer depletion via nuclear excitation by inelastic electron scattering,Ziwen Li; Jingyan Zhao; Xuyang Pu; Yuanbin Wu,"Isomer depletion via the process of nuclear excitation by inelastic electron scattering is investigated theoretically. A comprehensive study on low-energy nuclear excitations by inelastic electron scattering is performed to analyze the impact of the nuclear and ion charge, the nuclear transition energy, and the nuclear transition multipolarity on the cross section of the process. We apply the analysis to the case of isomer depletion, in which an excitation from the isomeric state to a nuclear level above the isomeric state can lead to decay to a nuclear level below the isomer itself and hence lead to the release of the energy stored in the isomer. For this purpose, the isomer depletion of $\mathrm{{}^{93m}{Mo}}$, $\mathrm{{}^{152m}{Eu}}$, and $\mathrm{{}^{178m}{Hf}}$, which represent the most important scenarios of isomer depletion, are studied. Our results demonstrate the capability of the process of nuclear excitation by inelastic electron scattering for isomer depletion.",nucl-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05783v1,https://arxiv.org/pdf/2605.05783v1
2605.05764v1,Weighted Phase-Space Paths for Exact Wigner Dynamics,Surachate Limkumnerd; Panat Phanthaphanitkul,"A quantum state can be written in phase space, but the resulting object is not generally the probability density of a positive stochastic process on ordinary phase space. We spell this out for Wigner dynamics. If a positive phase-space process is required only to reproduce the Born density after integrating over momentum, the requirement fixes only an integrated current; the local drift and diffusion remain underdetermined. If one instead requires all Weyl-ordered expectation values, the phase-space object is fixed to be the Wigner function. For non-quadratic potentials the Wigner--Moyal generator contains higher-order, signed momentum-transfer terms, so it is not the Fokker--Planck generator of a positive Brownian diffusion. The exact Wigner function must therefore be reconstructed, in a stochastic representation, as a weighted empirical measure \[ \FW(\z,t)=\E_{\Pp}[W_tδ(\z-\z_t)], \qquad \z=(q,p), \] rather than the unweighted density of sampled carrier trajectories. With classical Hamiltonian flow as the carrier, all nonclassical correction beyond classical transport sits in the Moyal residual and can be represented by signed weights or branching events. The same split defines a residual diagnostic that vanishes for quadratic Hamiltonians and measures what classical carrier transport misses in anharmonic dynamics. The formulation also gives a forward--reverse relation for signed Wigner path measures. The ratio of forward and reversed contributions separates into a positive magnitude factor and a sign factor. This sign records the parity of the Wigner interference contribution; it is not a thermodynamic entropy production.",quant-ph; math-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05764v1,https://arxiv.org/pdf/2605.05764v1
2605.05721v1,Electronic and Photonic Integration of Single Quantum Emitters in 2D Materials,Sahil D. Patel; Sean Doan; Luka Jevremovic; Kamyar Parto; Galan Moody,"Single-photon sources that are bright, pure, and interference-ready are essential for quantum communication and photonic quantum information processing, but many solid-state platforms still rely on bulky optical excitation, careful alignment, and post-selection to achieve useful linewidth, stability, and brightness. Scalable quantum photonics instead requires turnkey quantum-light engines that can be triggered on demand, stabilized against environmental noise, and efficiently interfaced with fibers or photonic circuits. This review surveys recent progress in electronic and photonic integration of single quantum emitters in two-dimensional materials, focusing on localized excitonic emitters in transition metal dichalcogenides and defect-based color centers in hexagonal boron nitride. On the electronic side, we discuss electrical injection, fast modulation, electrostatic stabilization, and Stark tunability as routes to suppress blinking, spectral wandering, and charge-noise-induced broadening. On the photonic side, we review waveguide and resonator platforms that funnel emission into well-defined optical modes and, in some cases, enhance radiative rates through the Purcell effect. We connect these integration strategies to key source metrics, including single-photon purity, brightness, spectral stability, and photon indistinguishability. We conclude that the next stage of progress will depend on co-designed electronic and photonic architectures that jointly optimize on-demand operation, stabilization, tunability, and packaging-compatible optical interfacing.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05721v1,https://arxiv.org/pdf/2605.05721v1
2605.05663v1,Scalar-Field Reconstruction of Ricci--Gauss--Bonnet Dark Energy in Hořava--Lifshitz Cosmology,Surajit Chattopadhyay,"This paper reports a Ricci-Gauss-Bonnet (RGB) dark energy model within the framework of Hořava-Lifshitz cosmology and presents a scalar-field reconstruction of the effective dark energy sector. In a spatially flat FRW background with a power-law scale factor, we derive analytical expressions for cosmological parameters, scalar field kinetic term, and the reconstructed potential. The reconstructed EoS parameter exhibits smooth transition toward a cosmological-constant-like regime at late times for suitable choices of the model parameters. The classical stability of the model is analyzed through the squared sound speed, and stable regions of the parameter space are identified. Finally, the generalized second law of thermodynamics is investigated at the apparent horizon, and it is shown that the total entropy variation remains non-negative in this model. From these results it can be concluded that the model provides a theoretically consistent description of late-time acceleration, with physical viability maintained within a specific range of the model parameters.",gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05663v1,https://arxiv.org/pdf/2605.05663v1
2605.05658v1,Quantum-classical solvation hydrodynamics: Hamiltonian functionals and dissipation,François Gay-Balmaz; Cesare Tronci,"We propose a mixed quantum-classical hydrodynamic framework to model short-time inertial effects in the non-adiabatic evolution of a quantum solute coupled to a classical polar solvent. Drawing upon the work of Burghardt and Bagchi [Chem. Phys. 329 (2006), 343], we employ the Hamiltonian approach to incorporate consistent backreaction and preserve quantum decoherence beyond standard Ehrenfest dynamics. The solvent is treated as an ideal polar fluid and the quantum solute state is correlated to both the position and molecular orientation coordinates of the liquid. This approach retains essential solute-solvent correlations while significantly reducing the computational complexity of previous approaches. We further incorporate dissipative terms to capture both inertial effects and polarization relaxation. After establishing the general setting for non-local dielectric continua, the Marcus local approximation is integrated into the model thereby extending traditional solvation theory to account for collective fluid sloshing on fast timescales.",physics.chem-ph; physics.comp-ph; physics.flu-dyn; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05658v1,https://arxiv.org/pdf/2605.05658v1
2605.05635v1,Adaptive ray tracing and photon ring signatures of rotating dark-matter-dressed black holes,Mohsen Fathi,"We investigate the optical appearance of rotating black holes embedded in dark matter environments through a phenomenological ray-tracing framework. Instead of focusing on a single dark-matter-dressed geometry, we use a comparative setting in which a regular Einasto-type dark-matter-sourced black hole and a cored-NFW halo black hole are promoted to effective rotating backgrounds. This allows us to separate profile-dependent effects from generic Kerr-like rotational features. We construct observer-screen images by numerical backward ray tracing and analyse the shadow boundary, lensing bands, transfer maps, and synthetic intensity distributions produced by semi-analytic accretion prescriptions. Particular attention is paid to the possible degeneracy between spin and the dark matter parameters, and to whether higher-order lensed images can provide stronger signatures than the primary shadow size alone. For the representative parameters considered here, the Einasto-supported geometry remains close to Kerr, while the cored-NFW case produces a larger apparent image scale and more visible deviations in the lensed structure. The framework developed in this work is lightweight and extensible, and can be used as a first step toward future radiative-transfer and low-resolution accretion-flow studies of rotating dark-matter-dressed black holes.",gr-qc; astro-ph.CO; astro-ph.HE,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05635v1,https://arxiv.org/pdf/2605.05635v1
2605.05634v1,Relativistic mean-field study of the neutron star inner crust using the asymmetric finite difference method,Jinzhe Zhang; Hong Shen; Ying Zhang; Jinniu Hu,"The ground-state properties of neutron-rich nuclear clusters in the inner crust of neutron stars are investigated within the Wigner-Seitz approximation using a relativistic mean-field framework. The radial Dirac equations are solved with an asymmetric finite-difference scheme, by which the hermiticity is preserved and spurious states are eliminated. Calculations are performed for representative Wigner-Seitz cells employing TM1-based interactions with different symmetry-energy slope parameters $L$, as well as a parametrization with a larger nucleon effective mass. It is found that the binding energy per nucleon decreases systematically with increasing $L$, while a larger effective mass leads to further reduction, particularly at higher densities. Quantum shell effects, which are absent in the Thomas-Fermi approximation, give rise to oscillatory density distributions and modify neutron properties. Within the Wigner-Seitz cell, the resulting neutron root-mean-square radius and chemical potential are shown to be sensitive to both $L$ and the effective nucleon mass, underscoring their important roles in determining the microscopic structure of the neutron-star inner crust.",nucl-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05634v1,https://arxiv.org/pdf/2605.05634v1
2605.05633v1,Eigenstate-Selective Entangled Two-Photon Absorption in Monolayer WSe$_2$,Minseok A. Jang; Hongki Yoo,"We show that the Bell-state phase of a polarization-entangled photon pair controls the biexciton eigenstate distribution produced by entangled two-photon absorption (ETPA) in monolayer WSe$_2$. In a frequency-nondegenerate ladder scheme, two independent valley pathways ($K$ and $K'$) share no intermediate state, so the biphoton phase sets the relative amplitude between them. Within the valley-symmetric limit this phase factorizes from the material response, and the resulting selection rule partitions the excitation among biexciton eigenstates according to the Bell-state phase $\varphi$. The symmetric Bell state ($\varphi = 0$) selectively drives bright eigenstates, while the antisymmetric state ($\varphi = π$) drives the exchange-dark eigenstate. No classical polarization source reproduces this $\varphi$-dependent eigenstate distribution. Including valley dephasing and intervalley scattering at 4~K, the phase-scan visibility exceeds $0.97$ for broadband SPDC ($T_e \sim 100$~fs) with high source purity.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05633v1,https://arxiv.org/pdf/2605.05633v1
2605.05631v1,Wandering Exponents and the Free Energy of the High-Dimensional Elastic Polymer,Gerard Ben Arous; Pax Kivimae,"We study the behavior of the elastic polymer, a model of a directed polymer in a continuous Gaussian random environment that is independent in time and correlated in space, as the dimension of the environment is taken to infinity. We give an explicit asymptotic formula for the free energy, which is given in terms of the distribution of the inner product of two sampled configurations, which we also obtain an implicit formula for. From this, we provide an explicit characterization of both the low- and high-temperature phases of this model in terms of the spatial correlation function of the environment. We find asymptotics for the wandering exponent when the spatial correlation function is either an exponential or a power-law decay. Our results show that when the correlations are either suitably weak or short ranged, the model is asymptotically diffusive. On the other hand, for suitably strong long ranged correlations, the model is asymptotically superdiffusive. Moreover, we show that this transition coincides exactly with another transition where the model goes from being one-step replica symmetry breaking to full-step replica symmetry breaking. This rigorously confirms many of the findings of Mezard and Parisi [53] in the physics literature.",math.PR; math-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05631v1,https://arxiv.org/pdf/2605.05631v1
2605.05625v1,Quantum Kernels for Parity-Structured Classification: A Hybrid Pipeline,Tushar Pandey,"Parity (XOR) classification requires detecting discrete, high-order feature interactions that smooth classical kernels cannot efficiently capture. We study how quantum kernel advantage depends on parity complexity, the number of features entering the XOR rule, and find a clear threshold behavior. We pair a ZZ quantum feature map with binary {0, pi} encoding (features median thresholded before circuit input) to expose parity structure. A binary encoding ablation, RBF SVM trained on the identical {0, pi} features, separates encoding from circuit effects: at low complexity (n = 5 features), binary RBF achieves 83.4% +/- 1.7% and the quantum kernel 81.2% +/- 1.9%, showing encoding drives performance there. At high complexity (n = 11 features, 11 qubits, r = 3 ZZ repetitions), all classical methods collapse to near-random (approx. 50%), binary RBF reaches only 54.3% +/- 1.1%, and the quantum ZZ kernel achieves 66.3% +/- 3.2% (mean +/- std, 10 seeds), a +12.0 percentage-point margin over the binary ablation and approx. 7x higher kernel-target alignment (0.094 +/- 0.020 vs. 0.013 +/- 0.001). These results identify parity complexity as a concrete axis along which genuine quantum kernel advantage, not attributable to encoding alone, emerges.",quant-ph; cs.LG,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05625v1,https://arxiv.org/pdf/2605.05625v1
2605.05624v1,The General Structure of Trilinear Equations,Takeshi Fukuyama,"We investigate trilinear structures as a natural extension of the Hirota bilinear formalism in integrable systems. While bilinear equations are associated with Grassmannian geometry and Plücker relations, trilinear equations suggest a higher algebraic structure involving three-slot couplings of tau functions.   Focusing on the stationary axisymmetric Einstein equations, we show that when the Ernst potential is written in a tau-ratio form, the nonlinear equation decomposes into a cubic sector containing all second-derivative terms and a quartic gradient envelope. The cubic sector is identified with a YTSF-type trilinear kernel.   We formulate a general trilinear kernel criterion and apply it to the Tomimatsu--Sato solutions. In particular, we demonstrate that the $δ=3$ solution possesses the same trilinear kernel structure as the $δ=2$ case, with a universal normalization up to a constant factor.   These results suggest that the trilinear kernel represents a universal structure governing the highest-derivative sector of the Ernst system, providing a new perspective on integrability beyond the bilinear hierarchy.",nlin.SI; gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05624v1,https://arxiv.org/pdf/2605.05624v1
2605.05617v1,Static-Field Tunneling Ionization in Space-Fractional Quantum Mechanics,Marcelo F. Ciappina,"Tunneling ionization in static or slowly varying electric fields is a cornerstone of strong-field physics and provides the entry point for semiclassical descriptions of above-threshold ionization and high-harmonic generation. In conventional quantum mechanics, the Perelomov--Popov--Terent'ev (PPT) theory and its Ammosov--Delone--Krainov (ADK) form yield an ionization rate whose defining feature is an exponential dependence governed by an under-barrier (imaginary-time) action. Here we develop an analytical ADK-like tunneling model within \emph{space-fractional} quantum mechanics, where the quadratic kinetic energy is replaced by the Riesz fractional Laplacian of order $1<α\le2$. Working in a static electric field in the length gauge, we derive a closed-form tunneling exponent for a triangular exit barrier. The fractional kinetic operator deforms the conventional $I_p^{3/2}$ scaling to $I_p^{1+1/α}$ and introduces a characteristic $\sin(π/α)$ factor encoding the complex-phase structure associated with nonlocal dispersion. We position this benchmark relative to prior tunneling studies in fractional quantum mechanics (primarily scattering through model barriers and fractal potentials) and provide a validation protocol for testing the exponent in time-dependent simulations of the fractional Schrödinger equation under a constant field. The result establishes a transparent reference for static-field ionization in nonlocal quantum dynamics and a baseline for strong-field approaches extensions.",quant-ph; physics.atom-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05617v1,https://arxiv.org/pdf/2605.05617v1
2605.05608v1,Dynamical Signatures of Floquet Topology in Wave Packet Dynamics,Xin Shen; Bing Lu; Yan-Qing Zhu,"Periodically driven quantum systems, known as Floquet systems, provide a versatile platform for engineering novel topological phases absent in static settings. However, dynamically characterizing these non-equilibrium topological invariants remains a challenge. Here, we develop a Floquet perturbation theory in the extended Hilbert space to analytically describe the center-of-mass (CoM) dynamics of a wave packet. When applied to the driven Su-Schrieffer-Heeger model, our theory reveals that the CoM exhibits multi-frequency Zitterbewegung oscillations, whose spectral composition and phase are directly tied to the system's Floquet band structure. Crucially, we find that band inversions at topological phase transitions imprint distinct signatures in the CoM dynamics, including the emergence of low-frequency modes and phase shifts of the oscillatory trajectory. These dynamical signatures offer a practical protocol for detecting Floquet topological invariants, which we demonstrate for both high-frequency and strongly driven regimes. Our work establishes CoM dynamics as a simple and experimentally accessible probe for exploring topological phase transitions in Floquet systems.",quant-ph; cond-mat.quant-gas,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05608v1,https://arxiv.org/pdf/2605.05608v1
2605.05605v1,"Mixed Global Dynamics of the Forced Vibro-Impact Oscillator with Coulomb Friction and its Symplectic Structure, KAM Tori, and Persistence",Abdoulaye Thiam,"The forced vibro-impact oscillator with Amonton-Coulomb friction and elastic walls was shown by Gendelman et al. (2019) to exhibit a coexistence of Hamiltonian stability islands and dissipative attractors in a single phase space. We provide a complete mathematical analysis of this phenomenon. We prove global well-posedness of the associated Filippov flow and construct a global lift to a piecewise smooth Hamiltonian system on a covering manifold. On the maximal forward-invariant non-sticking set, we show that the time-$T$ stroboscopic map is exact symplectic, within the formalism of symplectic dynamics. We derive a closed-form existence equation for symmetric $T$-periodic orbits and establish a parameter-dependent saddle-center bifurcation at $f_{\rm sc}(F,ω,R)$, correcting a universality claim in prior work. Using Moser's twist theorem, we prove the existence of invariant Cantor families (KAM tori) near elliptic non-sticking periodic orbits, while a Melnikov analysis yields hyperbolic dynamics conjugate to a Bernoulli shift near the associated saddle. We further show that any positive restitution defect or viscous damping destroys the conservative structure: elliptic periodic orbits persist but become asymptotically stable, replacing Hamiltonian islands by a single attracting basin. The approach extends to multi-particle systems with elastic collisions, where a symplectic structure and higher-dimensional KAM tori are obtained. A computer-assisted proof verifies the existence and ellipticity of a non-sticking periodic orbit at a specific parameter point.",math.DS; math-ph; math.SG; nlin.CD,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05605v1,https://arxiv.org/pdf/2605.05605v1
2605.05604v1,Temporal Coarse-Graining as the Origin of Macroscopic Friction in Quantum Spin Chains via Data-Driven Liouvillian Extraction,Seiki Saito,"Understanding the emergence of macroscopic irreversible hydrodynamics from the reversible unitary dynamics of isolated quantum many-body systems remains a fundamental challenge. Conventional approaches often force spin density dynamics into purely diffusive models, obscuring the microscopic interplay of pressure, spin current, and local friction. Furthermore, reconciling true irreversibility with strictly unitary evolution raises profound questions about the role of the observer's temporal resolution. In this paper, we introduce a fully data-driven framework based on generalized Extended Dynamic Mode Decomposition (gEDMD) integrated with the Mori-Zwanzig projection. By expanding the observable dictionary to explicitly include spin currents, we directly extract the Navier-Stokes hydrodynamic coefficients from a chaotic XXZ spin chain across varying temporal coarse-graining scales. Our unconstrained extraction reveals a profound physical dichotomy: the mechanical elasticity ($c^2$) is intrinsically derived from the exact unitary dynamics, preserving strict microscopic reversibility. In stark contrast, the macroscopic friction ($γ$) and kinematic viscosity ($ν$) exhibit zero net dissipation, oscillating rapidly around zero in the exact-derivative limit. We demonstrate that genuine macroscopic transport cannot be established without finite temporal coarse-graining. By introducing a finite observation timescale ($Δt_{\rm cg} > 0$), the system passes through a distinct crossover timescale where these reversible fluctuations average out, establishing an intermediate functional regime that yields strictly positive friction and viscosity. Our results clearly demonstrate that macroscopic friction in isolated quantum systems is not an absolute property, but fundamentally an emergent phenomenon dictated by the temporal resolution of the observer.",quant-ph; cond-mat.stat-mech,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05604v1,https://arxiv.org/pdf/2605.05604v1
2605.05589v1,Galois Solvability of Finite-Size Bethe Solutions in the Heisenberg Chain,Oliver R. Bellwood; William J. Munro,"The spin-1/2 Heisenberg antiferromagnetic chain is the canonical example of an integrable quantum many-body model. Despite its exact solvability, explicit finite-size solutions are typically only accessible via numerical evaluation of the Bethe ansatz equations. Here, we analyse the algebraic structure of the exact, symbolic ground states for chains up to ten sites using the coordinate Bethe ansatz. We show that both the ground state wavefunction and the Bethe-roots rapidly develop algebraic complexity with respect to system size, but at different rates. The Bethe-roots appear to become Galois unsolvable for chains of eight or more sites, whereas the ground state wavefunction coefficients and energy appear to become unsolvable for ten or more sites. This demonstrates a lack of explicit analytic tractability in a quantum integrable model due to algebraic complexity.",cond-mat.str-el; math-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05589v1,https://arxiv.org/pdf/2605.05589v1
2605.05565v1,Squeezed spectra and back-to-back correlations of protons and antiprotons at RHIC energies,Yong Zhang,"This study constrains the range of in-medium mass modification through a comparison of theoretical calculations with experimental transverse momentum spectra and the yield ratio {\bar{p}}/p of protons and antiprotons. Based on the constrained range and a Gaussian source model with radial ow, the theoretical predictions for the fermion back-to-back correlation (fBBC) of p{\bar{p}} pairs at RHIC energies are presented. The results reveal a strong sensitivity of the fBBC signal to the assumed source time distribution: a Lorentzian form generates a pronounced high-momentum signal, whereas an α-stable Lévy form leads to a marked low-momentum signal. Moreover, the in-medium mass modification is shown to enhance the yield ratio {\bar{p}}/p. Therefore, events characterized by a larger {\bar{p}}/p ratio are predicted to have a significantly higher probability of exhibiting a detectable fBBC signal. This study may propose a promising new direction for the experimental observation of this phenomenon",hep-ph; nucl-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05565v1,https://arxiv.org/pdf/2605.05565v1
2605.05537v1,Implications of the LISA stochastic signal from eccentric stellar mass black hole binaries in vacuum,Ran Chen; Rohit S. Chandramouli; Federico Pozzoli; Riccardo Buscicchio; Enrico Barausse,"Astrophysical formation channels of stellar-mass binary black holes (sBBHs) can induce significant orbital eccentricities in their early inspiral. We analyze the implications on the stochastic gravitational-wave background (SGWB) from unresolved sBBHs, which can be detected with the Laser Interferometer Space Antenna (LISA). We develop an improved SGWB model for the case of an idealized Dirac-delta eccentricity distribution, and extend it to the more astrophysical case of a thermal distribution. Using a fully Bayesian framework, we find that, if all binaries have a high initial eccentricity $e_0 \gtrsim 0.9$ at an orbital frequency of $f_{\rm orb} = 10^{-4}\,\mathrm{Hz}$, the resulting SGWB can be robustly distinguished from a background of quasi-circular sBBHs. For a thermal eccentricity distribution, the SGWB is consistent with a circular model when binaries form at $f_{\rm orb} = 10^{-5}\,\mathrm{Hz}$, but leads to significant systematic biases if formation occurs at $f_{\rm orb} = 10^{-4}\,\mathrm{Hz}$. We also show that, when eccentricity is properly accounted for, environmental effects such as dynamical friction can be distinguished from vacuum evolution, but only for sufficiently dense environments with gas densities $ρ\gtrsim 10^{-7}\,\mathrm{g\,cm^{-3}}$. Finally, we show that a LISA detection of the sBBH SGWB would place an upper bound on the maximum eccentricity of the sBBH population in the band of ground-based detectors, with direct implications for template modeling and data analysis. Our results highlight the importance of incorporating eccentricity in SGWB modeling to enable accurate astrophysical interpretation of LISA observations.",gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.05537v1,https://arxiv.org/pdf/2605.05537v1
